"title","description","organisation_political","organisation_type","organisation_featuring_priority","potential_service","potential_service_link"
"Accelerated Access Review","The Accelerated Access Review aims to speed up access to innovative drugs, devices and diagnostics for NHS patients.",TRUE,"other","news","no_featured_links",NA
"National Data Guardian","The National Data Guardian (NDG) advises and challenges the health and care system to help ensure that citizens’ confidential information is safeguarded securely and used properly. NDG works with the Department of Health and Social Care .",FALSE,"other","news","no_featured_links",NA
"Porton Biopharma Limited","Porton Biopharma Limited (PBL) is a limited liability company. It develops new vaccines, therapeutic proteins and enzyme products. It also manufactures its own licensed biopharmaceutical products to treat acute lymphoblastic leukaemia and the UK’s anthrax vaccine. PBL works with the Department of Health and Social Care .",FALSE,"other","news","no_featured_links",NA
"NHS Improvement","NHS Improvement and NHS England have worked together as a single organisation since 1 April 2019, to help improve care for patients and provide leadership and support to the wider NHS.",FALSE,"executive_ndpb","news","no_featured_links",NA
"NHS Digital","NHS Digital (formerly HSCIC) uses information and technology to improve health and care. NHS Digital is an executive non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"executive_ndpb","news","no_featured_links",NA
"NHS Counter Fraud Authority","The NHS Counter Fraud Authority (NHSCFA) is charged with identifying, investigating and preventing fraud and other economic crime within the NHS and the wider health group. Focused entirely on counter fraud work, the NHSCFA is independent from other NHS bodies and directly accountable to the Department of Health and Social Care, carrying out counter fraud functions in respect of the health service in England, on behalf of the Secretary of State. NHSCFA is a special health authority, sponsored by the Department of Health and Social Care .",FALSE,"special_health_authority","news","no_featured_links",NA
"NHS Resolution","NHS Resolution’s purpose is to provide expertise to the NHS to resolve concerns fairly, share learning for improvement and preserve resources for patient care. NHS Resolution is a special health authority, sponsored by the Department of Health and Social Care .",FALSE,"special_health_authority","news","no_featured_links",NA
"UK Health Security Agency","The UK Health Security Agency (UKHSA) is responsible for protecting every member of every community from the impact of infectious diseases, chemical, biological, radiological and nuclear incidents and other health threats. We provide intellectual, scientific and operational leadership at national and local level, as well as on the global stage, to make the nation’s health secure. UKHSA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","news","UKHSA regions, local centres and emergency contacts","https://www.gov.uk/government/collections/contacts-public-health-england-regions-local-centres-and-emergency"
"UK Health Security Agency","The UK Health Security Agency (UKHSA) is responsible for protecting every member of every community from the impact of infectious diseases, chemical, biological, radiological and nuclear incidents and other health threats. We provide intellectual, scientific and operational leadership at national and local level, as well as on the global stage, to make the nation’s health secure. UKHSA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","news","Health protection A to Z","https://www.gov.uk/topic/health-protection"
"UK Health Security Agency","The UK Health Security Agency (UKHSA) is responsible for protecting every member of every community from the impact of infectious diseases, chemical, biological, radiological and nuclear incidents and other health threats. We provide intellectual, scientific and operational leadership at national and local level, as well as on the global stage, to make the nation’s health secure. UKHSA is an executive agency, sponsored by the Department of Health and Social Care .",FALSE,"executive_agency","news","Immunisation","https://www.gov.uk/government/collections/immunisation"
"Advisory Committee on Clinical Impact Awards","The Advisory Committee on Clinical Impact Awards (ACCIA) advises health ministers on the presentation of clinical impact awards to consultants working in the NHS. ACCIA is an advisory non-departmental public body, sponsored by the Department of Health and Social Care .",FALSE,"advisory_ndpb","news","no_featured_links",NA
"Wilton Park","Wilton Park provides a global forum for strategic discussion. It organises over 50 events a year in the UK and overseas, bringing together leading representatives from the worlds of politics, business, academia, diplomacy, civil society and media. Events focus on issues of international security, prosperity and justice. Wilton Park is an executive agency, sponsored by the Foreign, Commonwealth & Development Office .",FALSE,"executive_agency","news","no_featured_links",NA
