,Abbr,Organisation,Body,service,Servicetype,URL,Servicedesc,Customertype,Businesmodel,Comments,201212,201212digital,201303,201303digital,201306,201306digital,201309,201309digital,201312,201312digital,201403,201403digital,201406,201406digital,201409,201409digital,201412,201412digital,201503,201503digital,201506,201506digital,201509,201509digital,201512,201512digital,201603,201603digital,201606,201606digital,201609,201609digital,201612,201612digital,201703,201703digital,max_observed
273,DHSC,Department of Health and Social Care,Medicines and Healthcare products Regulatory Agency,Reports of counterfeit medicines,Providing information,http://www.mhra.gov.uk/Safetyinformation/Howwemonitorthesafetyofproducts/Medicines/DefectiveMedicinesReportCentre/CON019692,Data for reports to the Medicines and Healthcare products Regulatory Agency of suspected counterfeit products.,Business,[not provided],,,,,,1800,,95,,77,,63,,106,,104,,101,,100,,73,,75,,85,,79,,57,,65,,67,,82,,1800
388,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Solemnising or attending a marriage,Requesting a licence or consent,,Data for solemnising or attending marriages abroad.,Individuals,Fees and charges,,,,,,,,95,,108,,111,,106,,101,,127,,158,0,208,0,237,0,235,0,234,0,237,0,,,,,,,237
106,BEIS,Department for Business Energy and Industrial Strategy,Department for Business Energy and Industrial Strategy,Notifications of loss or dumping of materials at sea from offshore oil and gas installations,Providing information,,Data for notifications of loss or dumping of materials at sea from offshore oil and gas installations (submissions of Petroleum Operations Notice PON 2).,Business,[not provided],,,,,,,,93,,101,,112,,128,,125,,112,,97,,97,,106,,120,,123,,140,,,,,,,,140
160,Defra,Department for Environment Food and Rural Affairs,Centre for Environment Fisheries and Aquaculture Science,Authorisations to import live fish shellfish or crustacea,Requesting a licence or consent,https://www.gov.uk/importingandexportinglivefishmolluscsandcrustacea,Data for applications from importers for authorisation to import live fish shellfish or crustacea from EU or third countries.,Business,Taxpayers,,,,,,,,87,0,83,0,84,0,71,0,73,0,68,,71,0,98,,105,0,121,0,170,0,177,0,183,0,180,0,145,0,183
13,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: applications to rectify the register,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to rectify the register (TM26R).,Business,Fees and charges,,10,,10,,25,,84,,175,0,253,0,351,0,341,0,315,0,336,0,368,0,393,0,423,0,418,0,404,0,442,0,459,0,459,0,459
332,DWP,Department for Work and Pensions,Health and Safety Executive,Applications for classification of explosives,Requesting information,https://www.hse.gov.uk/forms/explosive/,Data for applications for the issue of a Competent Authority Document for the transport of Class 1 goods (explosives) under the Carriage of Dangerous Goods and Use of Transportable Pressure Equipment Regulations 2009 (as amended) (HSE forms LP71 LP82 & LP83).,Business,Taxpayers,,350,,,,,,83,,126,,161,,140,,173,,198,,200,,211,,216,,214,,223,,236,,234,,234,,234,,350
209,Defra,Department for Environment Food and Rural Affairs,Animal and Plant Health Agency,Issues of import licences for pets and conservation birds,Requesting a licence or consent,,Data for issues of licences authorising the import of pets and conservation birds.,Individuals,Taxpayers,,,,,,,,81,0,83,,79,0,82,0,78,0,75,0,78,0,82,0,87,0,92,0,86,0,80,0,78,0,72,0,79,0,92
67,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests to restore or renew a trade mark registration,Registering,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests to restore or renew a registration (TM13).,Business,Fees and charges,,88,,88,,85,,79,,63,0,64,0,45,0,43,0,49,0,57,0,59,0,69,0,69,0,61,0,81,0,86,0,96,0,118,0,118
374,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Additions and corrections to the consular register of births deaths marriages or civil partnerships,Amending/deleting information,,Data for additions and corrections to the consular register of births deaths marriages or civil partnerships.,Individuals,Taxpayers,,,,,,,,70,,53,,45,,67,,85,,73,0,63,0,35,0,8,0,8,0,6,0,8,0,,,,,,,85
8,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: applications for the grant of a Supplementary Protection Certificate,Requesting a licence or consent,https://www.gov.uk/government/publications/patentformsandfees,Data for applications for the grant of a Supplementary Protection Certificate (SP1).,Business,Fees and charges,,62,,62,,69,,68,,80,0,79,0,87,0,84,0,86,0,90,0,81,0,83,0,61,0,53,0,52,0,48,0,61,0,57,0,90
35,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: late additions and declarations of priority,Providing information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for late additions and declarations of priority (F3).,Business,Fees and charges,,43,,43,,67,,68,,75,0,73,0,68,0,57,0,54,0,49,0,44,0,42,0,45,0,50,0,57,0,59,0,52,0,50,0,75
122,DCMS,Department for Culture Media and Sport,Department for Culture Media and Sport,British Horseracing Grant Scheme: applications,Requesting benefits payments or loans,http://www.britishhorseracing.com/grant_scheme/,Data for applications to the British Horseracing Authority for grants to benefit the British thoroughbred racing and breeding industries.,Business,Taxpayers,,,,,,,,67,67,67,67,,,,,,,51,51,51,51,47,47,,,2,2,,,14,14,,,,,,,67
384,FCO,Foreign and Commonwealth Office,Foreign and Commonwealth Office,Consular services: miscellaneous,Requesting information,,Data for miscellaneous consular services provided by UK embassies and consulates.,Individuals,Taxpayers,,,,,,,,65,,81,,85,,86,,84,,104,,126,0,116,0,93,0,40,0,0,,0,0,,,,,,,126
339,DWP,Department for Work and Pensions,Health and Safety Executive,Notification of use and consignment of biological agents,Providing information,https://www.hse.gov.uk/forms/notification/index.htm,Datafor notifications of use and consignment of biological agents received using form CBA1.,Business,Taxpayers,,44,,52,,,,59,,55,,52,,47,,40,,57,,56,,60,,62,,62,,61,,66,,71,,63,,62,,71
135,DCMS,Department for Culture Media and Sport,Department for Culture Media and Sport,Memorials Grant Scheme: VAT claims,Requesting benefits payments or loans,http://www.memorialgrant.org.uk/,Data for claims for VAT incurred by registered charities and faith groups for the construction renovation and maintenance of memorials.,Charity,Taxpayers,,,,,,,,56,0,55,,,,,,,,,,,,,,,,,,,,19941,19886,,,,,,,19941
392,HMT,HM Treasury,Financial Conduct Authority,Applications for a direction or order under the Consumer Credit Act 1974,Requesting a licence or consent,,Data for applications for a direction or order under the Consumer Credit Act 1974.,Business,Taxpayers,The Office of Fair Trading was responsible for protecting consumer interests throughout the UK until it closed on 1 April 2014. Responsibility for Consumer Credit licensing and Money Laundering supervision now lies with the Financial Conduct Authority and HMRC.,150,,41,,61,,55,,37,,37,,28,,,,,,,,,,,,,,,,,,,,,,,,150
287,DHSC,Department of Health and Social Care,Human Fertilisation and Embryology Authority,Human Fertilisation and Embryology Authority (HFEA) licence: applications to vary,Requesting information,http://www.hfea.gov.uk/2500.html,Data for applications to vary Human Fertilisation and Embryology Authority (HFEA) licences.,Business,[not provided],,,,,,,,53,,51,,53,,51,,50,,49,,51,,,,46,,47,,40,,42,,38,,38,,38,,53
293,DHSC,Department of Health and Social Care,Human Tissue Authority,Human Tissue Authority: licensing applications,Requesting information,,Data for applications to be licensed by the Human Tissue Authority.,Business,[not provided],Excludes ODT applications which are via the Portal.,,,,,,,51,,19,,19,,17,,19,,16,,20,,21,,19,,18,,,,21,,25,,,,,,51
31,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Filing of regulations governing certification or collective marks,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for filing of regulations governing the use of certification or collective marks (TM35).,Business,Fees and charges,,28,,28,,47,,50,,51,0,62,0,60,0,53,0,42,0,34,0,40,0,40,0,40,0,34,0,37,0,39,0,44,0,54,0,62
62,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests to divide an application,Amending/deleting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests to divide an application (TM12).,Business,Fees and charges,,40,,40,,40,,46,,38,0,35,0,34,0,30,0,30,0,27,0,30,0,28,0,23,0,22,0,18,0,15,0,18,0,18,0,46
335,DWP,Department for Work and Pensions,Health and Safety Executive,Applications for an explosives licence,Requesting a licence or consent,https://www.hse.gov.uk/forms/explosive/,Data for applications for explosives licences usually required for the storage or manufacture of explosives (HSE form LP41).,Business,Taxpayers,,60,,,,,,46,,46,,49,,59,,55,,49,,49,,40,,48,,57,,57,,62,,53,,48,,45,,62
66,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests to reinstate a patent application,Providing information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for requests to reinstate a patent application (F14).,Business,Fees and charges,,64,,64,,46,,45,,49,0,51,0,54,0,49,0,51,0,45,0,39,0,48,0,37,0,54,0,55,0,54,0,53,0,29,0,64
34,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: initiation of proceedings before the Comptroller ,Providing information,https://www.gov.uk/government/publications/patentformsandfees/patentformsandfees,Data for initiation of proceedings before the Comptroller (F2).,Business,Fees and charges,,46,,46,,43,,43,,40,0,43,0,45,0,50,0,46,0,42,10,40,10,42,10,42,10,34,0,33,0,19,0,14,0,13,0,50
55,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Requests for information about applications and registered trade marks,Requesting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests for information about applications and registered marks (TM31C).,Business,Fees and charges,,3,,3,,185,,39,25,38,0,37,0,18,0,20,0,11,0,4,0,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,185
88,BEIS,Department for Business Energy and Industrial Strategy,Coal Authority,Coal Authority licence applications,Requesting a licence or consent,https://www.gov.uk/government/collections/coalmininglicenceapplications,Data for applications for Coal Authority licences to mine coal or extract gas and agreements to access coal mines. ,Business,Fees and charges,,100,,,,154,8,39,0,33,0,34,0,34,0,15,0,21,0,22,0,24,0,29,0,25,0,23,0,17,0,16,0,33,0,46,0,154
343,DWP,Department for Work and Pensions,Health and Safety Executive,Pipeline Safety Regulations: notifications in other cases,Providing information,,Data for notifications under the Pipelines Safety Regulations 1999 such as significant changes to a pipeline which can affect the level of risk change of pipeline operator or major modifications to existing pipelines.,Business,Taxpayers,,21,,54,,,,39,,20,,,,12,,13,,32,,53,,53,,55,,37,,19,,21,,35,,40,,54,,55
37,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: notices of defence and counterstatements on the grounds of nonuse,Providing information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for notices of defence and counterstatement for use in revocation on the grounds of nonuse (TM8N).,Business,Fees and charges,,0,,0,,35,0,37,,39,0,37,0,58,0,40,0,58,0,84,0,75,,90,,89,0,80,0,82,0,91,0,83,0,96,0,96
22,BEIS,Department for Business Energy and Industrial Strategy,UK Space Agency,UK Space Agency: Space for All award applications,Requesting benefits payments or loans,https://www.gov.uk/guidance/applyforfundingacademiccommunityandeducational,Data for applications submitted for Space for All community sponsorship awards.,Business,Taxpayers,,25,,36,,36,,36,36,36,36,39,39,39,39,39,39,39,39,42,0,42,0,42,0,42,0,11,0,11,0,11,0,11,0,11,0,42
46,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Patents: payment of annual fees,Making a payment,https://www.gov.uk/government/publications/patentformsandfees,Data for payment of annual fees (SP2).,Business,Fees and charges,,41,,41,,41,,35,,30,0,20,0,22,0,29,0,47,0,64,0,61,0,56,0,49,0,44,0,51,0,46,0,37,0,26,0,64
16,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Applications to remove or amend a licence against a trade mark,Requesting a licence or consent,https://www.gov.uk/government/publications/trademarkformsandfees,Data for applications to remove or amend a licence against a trade mark (TM51).,Business,Fees and charges,,105,,105,,34,,34,,44,0,31,0,26,0,23,0,9,0,10,0,11,0,12,0,12,0,14,0,14,0,15,0,18,0,17,0,105
182,Defra,Department for Environment Food and Rural Affairs,Forestry Commission,Illegal felling reports,Providing information,,Data for reports of illegal felling to the Forestry Commission.,Business,Taxpayers,,40,,,,,,33,6,38,23,38,,,,,,,,,,,,,,,,101,,138,,193,,213,,240,,240
59,BEIS,Department for Business Energy and Industrial Strategy,Intellectual Property Office,Trade marks: requests for statement of reasons,Requesting information,https://www.gov.uk/government/publications/trademarkformsandfees,Data for requests for statement of reasons for registrar's decision (TM5).,Business,Fees and charges,,12,,12,,24,,31,,25,0,26,0,20,0,20,0,20,0,24,0,25,0,21,0,21,0,15,0,13,0,13,0,8,0,11,0,31
